41.82.0.0 255.254.0.0
41.208.128.0 255.255.192.0
41.214.0.0 255.255.128.0
41.219.0.0 255.255.192.0
102.164.128.0 255.255.192.0
154.65.32.0 255.255.248.0
154.73.172.0 255.255.252.0
154.115.128.0 255.255.240.0
154.124.0.0 255.254.0.0
160.0.128.0 255.255.192.0
169.239.136.0 255.255.252.0
196.50.8.0 255.255.248.0
196.207.192.0 255.255.192.0
196.250.200.0 255.255.252.0
213.154.64.0 255.255.224.0
